	HEK25a51ko_1_wtHEK293_1	HEK25a51ko_1_wtHEK293_2	HEK25a51ko_1_wtHEK293_3	HEK25a51ko_2_wtHEK293_1	HEK25a51ko_2_wtHEK293_2	HEK25a51ko_2_wtHEK293_3	HEK25a51ko_3_wtHEK293_1	HEK25a51ko_3_wtHEK293_2	HEK25a51ko_3_wtHEK293_3
13_cis_retn[r]	1.024772344123206	1.0273006608812252	1.0363742189315757	1.0232124066811454	1.0258767055214444	1.0348143855585121	1.0168495940212003	1.0197599782643354	1.029674670097366
ribflv[e]	1.00209916587905	1.0017288903891608	1.0013593555179694	1.0012224079129781	1.0010522459363054	1.0004686195097785	1.000918846483258	1.000658191858698	1.0003100035284522
rib_D[e]	1.0010864353486593	1.000984734879014	1.0008523163771068	1.0005873123191527	1.0005640460676672	1.0003922287469325	1.000550570321233	1.0004732805267753	1.0003483274226144
rib_D[c]	1.0027741919336612	1.0022753823026918	1.0020627855790527	1.000925459885609	1.000591084704169	1.0003606351892025	1.0014749573168518	1.0010780760696636	1.000881823300054
rnam[c]	1.020974186638779	1.018737070246094	1.0231333120054835	1.014236545925557	1.0128410809338875	1.0179949808153614	1.015325742167581	1.0137897253729866	1.018244929326704
Rtotal2crn[c]	0.9702786224810368	0.9625502869143978	0.9592279136593378	0.9802048489115238	0.972685665754289	0.9691947733689684	0.9840097614019825	0.9767006482124926	0.9736131575335455
Rtotal2crn[m]	0.9976955494630216	0.9930848097472008	0.9883621385972627	0.9885597815524674	0.9842504660503002	0.9796462037742419	0.989115731229121	0.9847799813376855	0.9802731016501239
Rtotal3crn[c]	1.0232820733750052	1.018116869547016	1.024425164534573	1.0093230506169575	1.0050433885006478	1.0122231743137438	1.0035663966172774	0.9971602562693825	1.0071888998577625
Rtotal3crn[m]	1.0086439519474704	1.004439455689784	1.0013266308914657	0.9943585737029976	0.9906709367393616	0.9879204280048157	0.9931593526646261	0.9890667886104073	0.9868896382625654
Rtotalcrn[c]	0.9251280646753568	0.9124484754702927	0.9161660209933761	0.9436485045928713	0.9316372348953587	0.9348828568982428	0.9485518429596729	0.9366966801931005	0.9397817211667344
Rtotalcrn[m]	0.9683202370669075	0.9553511810464251	0.9509293425620445	0.9641923596667611	0.9520232300125424	0.9476027800312682	0.9648043993749132	0.9523034900838834	0.9478345100385581
s2l2fn2m2masn[g]	0.9894287151760067	0.9888813680861562	0.9900700015784205	0.984655635985332	0.9843580802690615	0.985174834463612	0.9870679956250552	0.9866541571108889	0.9876646205446493
cs_d_pre5[g]	1.0014261052978786	1.0015752105591802	1.001519835031546	1.000922762429379	1.0011272571332746	1.0010123486922153	1.0007214763449668	1.0008591524154875	1.000816461944754
cs_b_pre5[g]	1.00123402183458	1.0013791347059393	1.0012008122561045	1.0010557745724158	1.001269434509864	1.0010139831446552	1.0010080376313637	1.001134194712417	1.0009664570212133
hs_pre12[g]	1.008200291973306	1.0110029569598258	1.008603788242563	1.0004274754053233	1.0034736416822498	1.0009474702395607	1.0006169883845237	1.0035768586000497	1.001133702176807
hs_pre13[g]	1.0060685406086889	1.0075396319617573	1.0066810161287774	1.001544774182021	1.0030752347399134	1.0021646659716525	1.001402182785488	1.0028167022418826	1.0020018842946083
hs_pre14[g]	1.001269205196688	1.00175918879075	1.001646620123815	1.000076278817985	1.0006261408228814	1.0006365127603523	0.9997735097369049	1.000250486560478	1.0001854532534211
hs_pre15[g]	1.0002281651440579	1.0004314080516588	1.0005296233260965	0.999650315949358	0.9998822057615806	1.000193203635114	0.9992971143715182	0.9994689548180662	0.9996525188351384
hs_deg11[l]	1.0122135637082375	1.0115674156774697	1.010456542010077	1.0056063693228066	1.0052621114247733	1.0040573371909556	1.0061722627816878	1.0057713860874884	1.0047006886385672
cs_e_pre5a[g]	1.0016780916258226	1.0018227873658971	1.0017180872738778	1.0013130327729316	1.001527421639714	1.0013444636745337	1.001243866909478	1.0013703143025563	1.0012791466688917
cs_e_pre5b[g]	1.0011806378186967	1.0012780603183193	1.0011741677755512	1.0009473404767013	1.0011053029972665	1.0009356435737038	1.000804091736311	1.0008903243183502	1.0007945577364705
cs_e_deg1[l]	1.0138221514649712	1.0131285256149782	1.0118343455128096	1.0068888940406093	1.006525414533557	1.0051215458886462	1.0075583364569878	1.0071337935720943	1.0058790394450823
cs_e_deg5[l]	1.0145537984523851	1.0138244441793507	1.012475034152074	1.0071918116428242	1.0068034307290363	1.0053416073254313	1.0079098247683396	1.007459601033773	1.0061509793861445
ksi_deg4[l]	1.0140277652058987	1.013341515215631	1.0129033947005517	1.0074697889570567	1.0070401481039524	1.006517818610039	1.0076385048178427	1.0071500905725264	1.0067525152778174
ksii_core2_deg1[l]	1.0121763630086058	1.0116055766188041	1.011278556444662	1.006487146239191	1.0061393665986933	1.005731758817353	1.0065513789750717	1.0061462024244598	1.0058519247519837
ksii_core4_deg1[l]	1.0121763630086058	1.0116055766188041	1.011278556444662	1.006487146239191	1.0061393665986933	1.005731758817353	1.0065513789750717	1.0061462024244598	1.0058519247519837
saccrp_L[m]	1.0157544804930023	1.0160337094272123	1.0159907190177013	1.0100747100947953	1.0104118386425216	1.0103522171873092	1.0073855012438626	1.0076679857938409	1.0077014457028244
fald[x]	1.0053032428245203	1.0034171563659322	1.0030546731232963	1.0051021744695006	1.0029473989138038	1.002613427732737	1.0016564168964155	0.9999081777975996	0.9994822447383834
sarcs[x]	1.0059054521679616	0.9981719544808452	0.9999783135765853	1.0136298775638053	1.0039383940221984	1.0066671279320627	0.9990501127895096	0.9915567609703521	0.9931019019366051
sphgn[r]	1.0017830053922163	0.9991107708775087	1.0005997230670227	1.0012363041015915	0.9992715422940421	1.000363046924093	1.001031890911629	0.9988266199558732	1.000102090639911
sph1p[r]	1.0050286202569665	1.0040528560427804	1.0037015030668404	1.0030777625597114	1.0023213671421933	1.00189296687738	1.0037407383203494	1.002901287704565	1.0025211933157678
sphings[r]	1.0000309633342197	0.9996986325572507	0.9942139938878133	0.992213218758137	0.9914564842934362	0.9861251692086144	0.9925025027988166	0.9913855612694588	0.9865182160557849
sphs1p[r]	0.9984435042730416	0.9993102804870015	0.9985277274906035	0.9982034990909494	0.9989984493326114	0.9982013262662385	0.9979589102213166	0.9986314426874728	0.9979835385285664
sbt_D[c]	1.0041345199630083	1.003097780324673	1.0070387366722915	1.0166324616263707	1.0157321746751022	1.0201927041054228	1.0134059152698291	1.0114111696018546	1.0167458859463125
seahcys[c]	1.0047986136910847	0.9930272901147068	1.0041385412039037	1.0077953452482475	0.9940586650797266	1.0070126019611296	1.004528142704222	0.9920029576262952	1.003891701776735
selhcys[c]	1.01817163801651	1.014119480457338	1.018389577479911	1.0189079762522726	1.0141526008856712	1.0189989846036263	1.0178558565554259	1.0135730069596223	1.0180772286776967
seasmet[c]	1.1144756056203726	1.0335191581460799	1.1153217101566708	1.133657206339476	1.0382840291954558	1.1333090385742144	1.1143694374483795	1.0281383371170996	1.1148943668803397
sel[c]	0.9962981191300395	0.9906036150579622	0.9916658983575473	1.0011613307708092	0.9950649306332716	0.9961137961290117	0.9987292015929019	0.9929975251447989	0.993965717857386
dtt[c]	0.9107126320884603	0.9045425829124191	0.9136541186661999	0.9405324316637185	0.9323223529152792	0.9443872603698963	0.9523631982502964	0.9431312076938373	0.9564265556016653
selcys[c]	0.997771381515685	0.9956964595262858	0.9972285580648125	0.9967437784048165	0.9951197115143511	0.9963382858576152	0.9976974284997905	0.9958520380012824	0.997312942962664
dttOX[c]	0.9771877379019006	0.9753514986239062	0.9778498238191168	0.9843728592237981	0.9820876394041854	0.9852948727191806	0.9874249658621482	0.9848153045630464	0.9884038631630516
seln[c]	0.9908629140592125	0.9890336111592215	0.991792341018335	0.9890350043487718	0.9871709699431286	0.9904727671236561	0.9932553071065339	0.9912065201886282	0.9945326380999531
selcyst[c]	1.0045997299562843	1.0035215579265633	1.0046791768739536	1.0049422530292114	1.0036900166750633	1.0050772394940202	1.0044376667997286	1.0033291737948398	1.004631914530816
selmeth[c]	0.9900023214868673	0.991250345072792	0.9863042538312713	0.9948806633259519	0.9948635795640036	0.9912148690068691	0.9933505908257937	0.9959628472168346	0.9898147818359889
selnp[c]	0.998143430983335	0.9973233223456567	0.9979222559076202	0.997306586345394	0.9966248184174632	0.9972265322673994	0.9982213906233491	0.9974136950279893	0.9981951350659038
ser_D[c]	1.0016657591705378	1.0018258389460213	1.0012057885447805	0.9994889158945942	0.9999711885712568	0.9991947457858079	0.9996108817976878	1.0001521462280583	0.9993326986754064
